total_gold_earned_0, 73040
total_gold_spent_0, 66700
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 4
total_kills_0, 47
total_deaths_0, 38
total_damage_dealt_to_champions_0, 137824
total_damage_dealt_to_objectives_0, 98210
total_damage_taken_0, 138414
average_vision_score_0, 35
total_wards_placed_0, 69
average_creep_score_0, 115
average_champion_experience_0, 16953
dmg_carry_0, 711
obj_carry_0, 711
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Ivern
team_comp_0_champ_3, Vex
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Twitch
total_gold_earned_1, 68766
total_gold_spent_1, 65775
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 38
total_deaths_1, 47
total_damage_dealt_to_champions_1, 114617
total_damage_dealt_to_objectives_1, 29155
total_damage_taken_1, 165501
average_vision_score_1, 27
total_wards_placed_1, 64
average_creep_score_1, 151
average_champion_experience_1, 16834
dmg_carry_1, 145
obj_carry_1, 145
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Soraka
gameLengthMin, 37
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
