total_gold_earned_0, 74474
total_gold_spent_0, 68550
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 44
total_deaths_0, 32
total_damage_dealt_to_champions_0, 138549
total_damage_dealt_to_objectives_0, 76513
total_damage_taken_0, 170906
average_vision_score_0, 40
total_wards_placed_0, 68
average_creep_score_0, 145
average_champion_experience_0, 18621
dmg_carry_0, 58
obj_carry_0, 58
team_comp_0_champ_1, Renekton
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Heimerdinger
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Janna
total_gold_earned_1, 65010
total_gold_spent_1, 61610
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 32
total_deaths_1, 44
total_damage_dealt_to_champions_1, 143161
total_damage_dealt_to_objectives_1, 48347
total_damage_taken_1, 166391
average_vision_score_1, 34
total_wards_placed_1, 71
average_creep_score_1, 141
average_champion_experience_1, 15698
dmg_carry_1, 17
obj_carry_1, 17
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Nilah
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
