total_gold_earned_0, 69325
total_gold_spent_0, 58325
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 34
total_damage_dealt_to_champions_0, 109696
total_damage_dealt_to_objectives_0, 72089
total_damage_taken_0, 143918
average_vision_score_0, 35
total_wards_placed_0, 67
average_creep_score_0, 134
average_champion_experience_0, 16163
dmg_carry_0, 236
obj_carry_0, 236
team_comp_0_champ_1, Lillia
team_comp_0_champ_2, Skarner
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 60976
total_gold_spent_1, 58923
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 34
total_deaths_1, 39
total_damage_dealt_to_champions_1, 105915
total_damage_dealt_to_objectives_1, 41501
total_damage_taken_1, 129005
average_vision_score_1, 28
total_wards_placed_1, 70
average_creep_score_1, 117
average_champion_experience_1, 14255
dmg_carry_1, 10
obj_carry_1, 10
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
