total_gold_earned_0, 72861
total_gold_spent_0, 65475
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 38
total_deaths_0, 35
total_damage_dealt_to_champions_0, 126871
total_damage_dealt_to_objectives_0, 74788
total_damage_taken_0, 116779
average_vision_score_0, 44
total_wards_placed_0, 76
average_creep_score_0, 157
average_champion_experience_0, 18290
dmg_carry_0, 110
obj_carry_0, 110
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Varus
team_comp_0_champ_5, FiddleSticks
total_gold_earned_1, 71146
total_gold_spent_1, 67125
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 35
total_deaths_1, 38
total_damage_dealt_to_champions_1, 93285
total_damage_dealt_to_objectives_1, 67211
total_damage_taken_1, 153965
average_vision_score_1, 27
total_wards_placed_1, 52
average_creep_score_1, 142
average_champion_experience_1, 16543
dmg_carry_1, 221
obj_carry_1, 221
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Veigar
team_comp_1_champ_3, Belveth
team_comp_1_champ_4, Zeri
team_comp_1_champ_5, Janna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
