total_gold_earned_0, 58218
total_gold_spent_0, 52625
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 30
total_deaths_0, 23
total_damage_dealt_to_champions_0, 79358
total_damage_dealt_to_objectives_0, 62039
total_damage_taken_0, 84326
average_vision_score_0, 24
total_wards_placed_0, 60
average_creep_score_0, 124
average_champion_experience_0, 14406
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Jax
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Syndra
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Brand
total_gold_earned_1, 50147
total_gold_spent_1, 46425
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 30
total_damage_dealt_to_champions_1, 58077
total_damage_dealt_to_objectives_1, 24958
total_damage_taken_1, 95059
average_vision_score_1, 17
total_wards_placed_1, 41
average_creep_score_1, 115
average_champion_experience_1, 12437
dmg_carry_1, 875
obj_carry_1, 875
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Ivern
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
