total_gold_earned_0, 39736
total_gold_spent_0, 35700
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 35
total_damage_dealt_to_champions_0, 60861
total_damage_dealt_to_objectives_0, 17339
total_damage_taken_0, 95936
average_vision_score_0, 16
total_wards_placed_0, 41
average_creep_score_0, 82
average_champion_experience_0, 9003
dmg_carry_0, 245
obj_carry_0, 245
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Ekko
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nami
total_gold_earned_1, 52986
total_gold_spent_1, 47393
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 33
total_deaths_1, 15
total_damage_dealt_to_champions_1, 76324
total_damage_dealt_to_objectives_1, 79357
total_damage_taken_1, 90615
average_vision_score_1, 19
total_wards_placed_1, 28
average_creep_score_1, 95
average_champion_experience_1, 11683
dmg_carry_1, 50
obj_carry_1, 50
team_comp_1_champ_1, Darius
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Veigar
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
