total_gold_earned_0, 68606
total_gold_spent_0, 59760
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 34
total_deaths_0, 34
total_damage_dealt_to_champions_0, 123666
total_damage_dealt_to_objectives_0, 66640
total_damage_taken_0, 156182
average_vision_score_0, 39
total_wards_placed_0, 54
average_creep_score_0, 129
average_champion_experience_0, 15974
dmg_carry_0, 67
obj_carry_0, 67
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Leona
total_gold_earned_1, 64188
total_gold_spent_1, 61020
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 34
total_deaths_1, 34
total_damage_dealt_to_champions_1, 127459
total_damage_dealt_to_objectives_1, 17464
total_damage_taken_1, 152103
average_vision_score_1, 21
total_wards_placed_1, 66
average_creep_score_1, 140
average_champion_experience_1, 15352
dmg_carry_1, 221
obj_carry_1, 221
team_comp_1_champ_1, Khazix
team_comp_1_champ_2, Evelynn
team_comp_1_champ_3, Zeri
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, TahmKench
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
