total_gold_earned_0, 62256
total_gold_spent_0, 58985
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 25
total_deaths_0, 49
total_damage_dealt_to_champions_0, 103784
total_damage_dealt_to_objectives_0, 42271
total_damage_taken_0, 153603
average_vision_score_0, 22
total_wards_placed_0, 56
average_creep_score_0, 141
average_champion_experience_0, 14761
dmg_carry_0, 141
obj_carry_0, 141
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Lux
total_gold_earned_1, 70269
total_gold_spent_1, 66100
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 49
total_deaths_1, 25
total_damage_dealt_to_champions_1, 130007
total_damage_dealt_to_objectives_1, 78209
total_damage_taken_1, 137474
average_vision_score_1, 36
total_wards_placed_1, 73
average_creep_score_1, 118
average_champion_experience_1, 17264
dmg_carry_1, 221
obj_carry_1, 221
team_comp_1_champ_1, Pantheon
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Zeri
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
