total_gold_earned_0, 54268
total_gold_spent_0, 49925
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 35
total_damage_dealt_to_champions_0, 107682
total_damage_dealt_to_objectives_0, 14645
total_damage_taken_0, 155633
average_vision_score_0, 39
total_wards_placed_0, 72
average_creep_score_0, 129
average_champion_experience_0, 14486
dmg_carry_0, 115
obj_carry_0, 115
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Jayce
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Soraka
total_gold_earned_1, 69245
total_gold_spent_1, 62060
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 35
total_deaths_1, 26
total_damage_dealt_to_champions_1, 131719
total_damage_dealt_to_objectives_1, 65253
total_damage_taken_1, 148415
average_vision_score_1, 44
total_wards_placed_1, 81
average_creep_score_1, 145
average_champion_experience_1, 16829
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Zoe
gameLengthMin, 35
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
